"Bot","Bloco","Script","Variavel de entrada","Variavel de saida","Condição de Execução"
"[BETA] SPD Main","[M.5.0.0][INPUT] Menu Principal","PROCESS ""precisaKBA""","[""userInput""]","precisaKBA","Sem condicionais para execução"
"[BETA] SPD Main","[M.5.3.0][INPUT]Valida seleção menu conta corrente","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[BETA] SPD Main","[M.5.3.1][INPUT] Valida seleção menu extratos","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[BETA] SPD Main","[Redirect] WhatsApp PJ (atendente)","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[BETA] SPD Main","[Redirect] to Autenticacao (Falar sobre conta)","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[BETA] SPD Main","[Redirect] To Soluções","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[BETA] SPD Main","[M.5.4.0][MSG] Produtos","Process ""dynamicContent""","[""cpfAppKey"",""selectedEc"",""contaSelecionada""]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Main","[M.5.4.0][INPUT] Produtos","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[BETA] SPD Main","[Redirect] Menu produtos","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[BETA] SPD Main","[Redirect] Menu Conta Corrente","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[BETA] SPD Main","[Redirect] to Finalizacao (Welcome)","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[BETA] SPD Main","[M.5.4.1][MSG] Meu Desempenho","Process ""dynamicContent""","[""cpfAppKey"",""selectedEc""]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Main","[M.5.4.1][INPUT] Meu Desempenho","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[BETA] SPD Main","[Redirect] to Atendimento Humano","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[BETA] SPD Main","[M.4.0.1][HTTP] Obtem Carterização","Process ""contaSelecionada""","[""bodyAccountManager"",""contaSelecionada""]","contaSelecionada","Sem condicionais para execução"
"[BETA] SPD Main","[M.4.0.1][HTTP] Obtem Carterização","Process ""apiStatus""","[""statusAccountManager"",""statusAccountManager2"",""statusAccountManager3"",""statusAccountManager4""]","apiStatus","Sem condicionais para execução"
"[BETA] SPD Main","[Redirect] To broadcast","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
