"Bot","Bloco","Variavel","Valor Setado","Descrição"
"[DEV] SPD Maquina Safrapay","[MS.6.5.1][MSG] Menu selecionar modelo da maquina","dynamicContent","Execução de script",""
"[DEV] SPD Maquina Safrapay","[MS.6.5.2][MSG] Reinicialização","msg","Execução de script",""
"[DEV] SPD Maquina Safrapay","[MS.6.6.0][MSG] POS travando","dynamicContent","Execução de script",""
"[DEV] SPD Maquina Safrapay","[MS.6.6.1][MSG] POS travando 2 instrução","dynamicContent","Execução de script",""
"[DEV] SPD Maquina Safrapay","[MS.6.6.2][MSG] POS travando 3 instrução","dynamicContent","Execução de script",""
"[DEV] SPD Maquina Safrapay","[MS.6.6.3][MSG] POS travando 4 instrução","dynamicContent","Execução de script",""
"[DEV] SPD Maquina Safrapay","[MS.6.7.0][INPUT] Menu Bateria","exceptionType","lista",""
"[DEV] SPD Maquina Safrapay","[MS.6.7.0][INPUT] Menu Bateria","subAssunto","{{userInput}}",""
"[DEV] SPD Maquina Safrapay","[MS.6.7.0][MSG] Menu Bateria","dynamicContent","Execução de script",""
"[DEV] SPD Maquina Safrapay","[MS.6.7.1][MSG] Bateria","msg","Execução de script",""
"[DEV] SPD Maquina Safrapay","[MS.6.7.1][MSG] Bateria","segundoAtendimentoBateriaFraca","true",""
"[DEV] SPD Maquina Safrapay","[MS.6.8.0][MSG] Menu Impressão","dynamicContent","Execução de script",""
"[DEV] SPD Maquina Safrapay","[MS.6.8.0][INPUT] Menu Impressão","exceptionType","lista",""
"[DEV] SPD Maquina Safrapay","[MS.6.8.0][INPUT] Menu Impressão","subAssunto","{{userInput}}",""
"[DEV] SPD Maquina Safrapay","[MS.6.7.1][MSG] Impressão","msg","Execução de script",""
"[DEV] SPD Maquina Safrapay","[MS.6.7.1][MSG] Impressão","segundoAtendimentoBateriaFraca","true",""
"[DEV] SPD Maquina Safrapay","[MS.6.9.0][MSG] Menu USB","dynamicContent","Execução de script",""
"[DEV] SPD Maquina Safrapay","[MS.6.9.0][INPUT] Menu USB","exceptionType","lista",""
"[DEV] SPD Maquina Safrapay","[MS.6.9.0][INPUT] Menu USB","subAssunto","{{userInput}}",""
"[DEV] SPD Maquina Safrapay","[MS.6.9.1][MSG] USB","msg","Execução de script",""
"[DEV] SPD Maquina Safrapay","[MS.6.9.1][MSG] USB","segundoAtendimentoBateriaFraca","true",""
"[DEV] SPD Maquina Safrapay","[Redirect] to WhatsApp PJ (Suporte Tecnico)","state","Execução de script",""
"[DEV] SPD Maquina Safrapay","[Redirect] to WhatsApp PJ (Suporte Tecnico)","atendimento","humano",""
"[DEV] SPD Maquina Safrapay","[Redirect] to WhatsApp PJ (Suporte Tecnico)","msg","",""
"[DEV] SPD Maquina Safrapay","[MS.7.0.1][MSG] Menu Transação não autorizada","dynamicContent","Execução de script",""
"[DEV] SPD Maquina Safrapay","[MS.7.0.1][MSG] Menu Transação não autorizada","transacoesNaoAutorizadas","",""
"[DEV] SPD Maquina Safrapay","[MS.7.0.1][MSG] Menu Transação não autorizada","nrTransacao","1",""
"[DEV] SPD Maquina Safrapay","[MS.7.0.1][INPUT] Menu Transação não autorizada","exceptionType","lista",""
"[DEV] SPD Maquina Safrapay","[MS.7.0.1][INPUT] Menu Transação não autorizada","motivo","{{userInput}}",""
