"Bot","Bloco","Tracking","Category","Action","Condição de Execução"
"[DEV] SPD Taxas e Condicoes","[TC.4.6.0][MSG] Como deseja prosseguir?","Track validação","SPD Taxas e Condicoes {{state.name}} validação","{{input.content}}","input equals  value: Fazer outra consulta,Encerrar"
"[DEV] SPD Taxas e Condicoes","[TC.4.6.0][MSG] Como deseja prosseguir?","Track input inesperado","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","input notEquals  value: Fazer outra consulta,Encerrarand input exists  "
"[DEV] SPD Taxas e Condicoes","[TC.2.0.3][MSG] Vendas Online","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.2.0.0][HTTP] API Taxas de Venda","Track ""Chamada de API""","Chamada de API","taxas de venda","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.2.0.0][HTTP] API Taxas de Venda","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.2.0.0][HTTP] API Taxas de Venda","Track ""assuntos""","assuntos","{{assunto}}","context exists variable: assunto "
"[DEV] SPD Taxas e Condicoes","[TC.2.0.0][HTTP] API Taxas de Venda","Tracking ""api resumo""","SPD Taxas e Condicoes {{state.name}} api resumo","{{idSessao}} | {{contact.identity}} | {{calendar.datetime}} | {{config.urlCHT}}/chat-assistente/safra-pay/v1/taxas?idEstabelecimento={{selectedEc@codigoEc}} | GET| {{taxaVendasStatus}} | {{taxaVendasBody}}","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.2.0.0][HTTP] API Taxas de Venda","Track ""SPD Taxas e Condicoes {state.name} api status""","SPD Taxas e Condicoes {{state.name}} api status","{{taxaVendasStatus}}","context exists variable: taxaVendasStatus "
"[DEV] SPD Taxas e Condicoes","[TC.2.0.4][MSG] Vendas Físicas","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.2.2.1][INPUT] Consultar Taxas","Track ""SPD Taxas e Condicoes {state.name} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Taxas e Condicoes","[TC.2.2.1][INPUT] Consultar Taxas","Track ""SPD Taxas e Condicoes {state.name} input inesperado""","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Taxas e Condicoes","[TC.3.1.0][MSG] Exibe Taxas de Antecipação","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.2.2.2][INPUT] Taxa atual","Track ""SPD Taxas e Condicoes {state.name} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Taxas e Condicoes","[TC.2.2.2][INPUT] Taxa atual","Track ""SPD Taxas e Condicoes {state.name} input inesperado""","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Taxas e Condicoes","[TC.2.2.0][HTTP] API Taxas de Antecipação","Chamada de API","Chamada de API","consulta taxas de atencipação do plano","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.2.2.0][HTTP] API Taxas de Antecipação","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.2.2.0][HTTP] API Taxas de Antecipação","Track api status","SPD Taxas e Condicoes {{state.name}} api status","{{taxaStatus}}","context exists variable: taxaStatus "
"[DEV] SPD Taxas e Condicoes","[TC.2.2.3][INPUT] Questionar Transferência","Track ""SPD Taxas e Condicoes {state.name} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Taxas e Condicoes","[TC.2.2.3][INPUT] Questionar Transferência","Track ""SPD Taxas e Condicoes {state.name} input inesperado""","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Taxas e Condicoes","[TC.5.0.0][HTTP] API Taxas Pix na SafraPay","Track ""Chamada de API""","Chamada de API","Taxas Pix na Safrapay","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.5.0.0][HTTP] API Taxas Pix na SafraPay","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.5.0.0][HTTP] API Taxas Pix na SafraPay","Track ""assuntos""","assuntos","{{assunto}}","context exists variable: assunto "
"[DEV] SPD Taxas e Condicoes","[TC.5.0.0][HTTP] API Taxas Pix na SafraPay","Tracking ""api resumo""","SPD Taxas e Condicoes {{state.name}} api resumo","{{idSessao}} | {{contact.identity}} | {{calendar.datetime}} | {{config.urlCHT}}/safrapay/operacoes-execucoes/servicos-consumidores/antecipacoes-recebiveis/assistente-virtual/v1/estabelecimentos/{{selectedEc@codigoEc}}?view=taxas-antecipacao | GET| {{taxaStatus}} | {{taxaBody}}","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.5.0.0][HTTP] API Taxas Pix na SafraPay","Track ""SPD Taxas e Condicoes {{state.name}} api status""","SPD Taxas e Condicoes {{state.name}} api status","{{taxaStatus}}","context exists variable: taxaStatus "
"[DEV] SPD Taxas e Condicoes","[TC.5.0.0][HTTP] API Taxas Pix na SafraPay","Track ""SPD Taxas e Condicoes {{state.name}} api status 2""","SPD Taxas e Condicoes {{state.name}} api status 2","{{taxaVendasStatus}}","context exists variable: taxaVendasStatus "
"[DEV] SPD Taxas e Condicoes","[TC.7.4.0][HTTP] API Protocolo","Track ""Chamada de API""","Chamada de API","Direciona chamado para central de atendimento","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.7.4.0][HTTP] API Protocolo","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.7.4.0][HTTP] API Protocolo","Track ""SPD Taxas e Condicoes {{state.name}} api status""","SPD Taxas e Condicoes {{state.name}} api status","{{statusOcorrencia}}","context exists variable: statusOcorrencia "
"[DEV] SPD Taxas e Condicoes","[TC.4.2.0][MSG] Numero de Série (Maquina> 10)","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.5.1.0][MSG] Exibir Taxas Pix na SafraPay","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.4.5.1][MSG][SET] Comprada","Chamada de API","Chamada de API","Consulta Máquinas e traz compradas.","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.4.5.1][MSG][SET] Comprada","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.4.4.0][MSG] Lista número S (Maquina< = 10)","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","Vendas Online - Amex e Hiper","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","Vendas Físicas - Amex e Hiper","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.4.1.0][MSG] Sem máquinas","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.6.0.0][HTTP] API Domicilio bancario","Track ""SPD Taxas e Condicoes {{state.name}} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.6.0.0][HTTP] API Domicilio bancario","Track ""SPD Taxas e Condicoes {{state.name}} tamanho array dados""","SPD Taxas e Condicoes {{state.name}} tamanho array dados","{{tamanhoRetornoDomicilio@bodyDomicilio}} | {{tamanhoRetornoDomicilio@bodyGeraldomicilio}} | {{tamanhoRetornoDomicilio@Erro}}","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.6.0.0][HTTP] API Domicilio bancario","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.6.0.0][HTTP] API Domicilio bancario","Track ""assuntos""","assuntos","{{assunto}}","context exists variable: assunto "
"[DEV] SPD Taxas e Condicoes","[TC.6.0.0][HTTP] API Domicilio bancario","Tracking ""api resumo""","SPD Taxas e Condicoes {{state.name}} api resumo","{{idSessao}} | {{contact.identity}} | {{calendar.datetime}} | {{config.urlCHT}}/chat-assistente/safra-pay/v1/domicilios?idEstabelecimento={{selectedEc@codigoEc}} | GET| {{statusDomicilio}} | {{bodyDomicilio}}","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.6.0.0][HTTP] API Domicilio bancario","Tracking ""api resumo 2""","SPD Taxas e Condicoes {{state.name}} api resumo 2","{{idSessao}} | {{contact.identity}} | {{calendar.datetime}} | {{config.urlCHT}}/safrapay/vendas-servicos/vendas/prospeccoes-clientes/assistente-virtual/v1/domicilios-bancarios | GET| {{statusGeraldomicilio}} | {{bodyGeraldomicilio}}","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.6.0.0][HTTP] API Domicilio bancario","Track ""SPD Taxas e Condicoes {{state.name}} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{input.content}}","input equals  value: Elo,Master,Visa,Hiper,Amex"
"[DEV] SPD Taxas e Condicoes","[TC.6.0.0][HTTP] API Domicilio bancario","Track ""SPD Taxas e Condicoes {{state.name}} input inesperado""","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","input notEquals  value: Elo,Master,Visa,Amex,Hiperand input exists  "
"[DEV] SPD Taxas e Condicoes","[TC.6.0.0][HTTP] API Domicilio bancario","Track ""SPD Taxas e Condicoes {{state.name}} api status""","SPD Taxas e Condicoes {{state.name}} api status","{{statusDomicilio}}","context exists variable: statusDomicilio "
"[DEV] SPD Taxas e Condicoes","[TC.6.0.0][HTTP] API Domicilio bancario","Track ""SPD Taxas e Condicoes {{state.name}} api status 2""","SPD Taxas e Condicoes {{state.name}} api status 2","{{statusGeraldomicilio}}","context exists variable: statusGeraldomicilio "
"[DEV] SPD Taxas e Condicoes","[TC.6.1.1][MSG] Exibir Taxas Crédito","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.6.1.2][MSG] Exibir Taxas Ambos","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.6.1.3][MSG] Exibir Taxas Débito","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.8.0.0][HTTP] API Pacotes","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.8.0.0][HTTP] API Pacotes","Track ""assuntos""","assuntos","{{assunto}}","context exists variable: assunto "
"[DEV] SPD Taxas e Condicoes","[TC.8.0.0][HTTP] API Pacotes","Tracking ""api resumo""","SPD Taxas e Condicoes {{state.name}} api resumo","{{idSessao}} | {{contact.identity}} | {{calendar.datetime}} | {{config.urlCHT}}/chat-assistente/safra-pay/v1/pacotes?agencia={{contaSelecionada@agencia}}&conta={{contaSelecionada@conta}} | GET| {{statusPacote}} | {{bodyPacote}}","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.8.0.0][HTTP] API Pacotes","Track ""SPD Taxas e Condicoes {{state.name}} api status""","SPD Taxas e Condicoes {{state.name}} api status","statusPacote","context exists variable: statusPacote "
"[DEV] SPD Taxas e Condicoes","[TC.8.1.0][MSG] Não possui pacotes","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.8.2.0][MSG] Possui pacotes","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.7.3.0][INPUT] Solicita valor da cobrança","Track ""SPD Taxas e Condicoes {state.name} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Taxas e Condicoes","[TC.7.3.0][INPUT] Solicita valor da cobrança","Track ""SPD Taxas e Condicoes {state.name} input inesperado""","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Taxas e Condicoes","[TC.7.2.0][MSG] Solicita data da cobrança","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.7.0.2][MSG] Origem da cobrança","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.7.1.0][MSG] Onde visualizou a cobrança","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.2.0.1] [MSG] Selecao Bandeira","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.2.0.2][MSG] Modalidade de venda","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.2.1.0][MSG] Selecionar outra bandeira","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.2.1.0][INPUT] Selecionar outra bandeira","Track ""SPD Taxas e Condicoes {state.name} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Taxas e Condicoes","[TC.2.1.0][INPUT] Selecionar outra bandeira","Track ""SPD Taxas e Condicoes {state.name} input inesperado""","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Taxas e Condicoes","[TC.2.2.1][MSG] Consultar Taxas","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.2.2.2][MSG] Taxa atual","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.2.2.3][MSG] Questionar Transferência","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.6.1.0][MSG] Selecionar bandeira","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.6.1.0][INPUT] Selecionar bandeira","Track ""SPD Taxas e Condicoes {state.name} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Taxas e Condicoes","[TC.6.1.0][INPUT] Selecionar bandeira","Track ""SPD Taxas e Condicoes {state.name} input inesperado""","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Taxas e Condicoes","[TC.6.2.0][MSG] Prosseguir","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.6.2.0][INPUT] Prosseguir","Track ""SPD Taxas e Condicoes {state.name} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Taxas e Condicoes","[TC.6.2.0][INPUT] Prosseguir","Track ""SPD Taxas e Condicoes {state.name} input inesperado""","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Taxas e Condicoes","[TC.7.0.0][INPUT] Questionar uma cobrança","Track ""SPD Taxas e Condicoes {state.name} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Taxas e Condicoes","[TC.7.0.0][INPUT] Questionar uma cobrança","Track ""SPD Taxas e Condicoes {state.name} input inesperado""","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Taxas e Condicoes","[TC.7.0.1][INPUT] Outro Motivo","Track ""SPD Taxas e Condicoes {state.name} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Taxas e Condicoes","[TC.7.0.1][INPUT] Outro Motivo","Track ""SPD Taxas e Condicoes {state.name} input inesperado""","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Taxas e Condicoes","[TC.7.0.2][INPUT] Origem da cobrança","Track ""SPD Taxas e Condicoes {state.name} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Taxas e Condicoes","[TC.7.0.2][INPUT] Origem da cobrança","Track ""SPD Taxas e Condicoes {state.name} input inesperado""","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Taxas e Condicoes","[TC.7.1.0][INPUT] Onde visualizou a cobrança","Track ""SPD Taxas e Condicoes {state.name} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Taxas e Condicoes","[TC.7.1.0][INPUT] Onde visualizou a cobrança","Track ""SPD Taxas e Condicoes {state.name} input inesperado""","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Taxas e Condicoes","[TC.7.2.0][INPUT] Solicita data da cobrança","Track ""SPD Taxas e Condicoes {state.name} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Taxas e Condicoes","[TC.7.2.0][INPUT] Solicita data da cobrança","Track ""SPD Taxas e Condicoes {state.name} input inesperado""","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Taxas e Condicoes","[TC.7.3.0][MSG] Solicita valor da cobrança","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.7.5.0][MSG] Protocolo Criado","Track ""SPD Taxas e Condicoes {state.name} exibição""","SPD Taxas e Condicoes {{state.name}} exibição","Exibição","Sem condicionais para execução"
"[DEV] SPD Taxas e Condicoes","[TC.4.1.0][INPUT] Sem máquinas","Track ""SPD Taxas e Condicoes {state.name} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
"[DEV] SPD Taxas e Condicoes","[TC.4.1.0][INPUT] Sem máquinas","Track ""SPD Taxas e Condicoes {state.name} input inesperado""","SPD Taxas e Condicoes {{state.name}} input inesperado","{{input.content}}","context equals variable: userInput value: input inesperadoand context exists variable: input.content "
"[DEV] SPD Taxas e Condicoes","[TC.4.2.0][INPUT] Numero de Série","Track ""SPD Taxas e Condicoes {state.name} validação""","SPD Taxas e Condicoes {{state.name}} validação","{{userInput}}","context exists variable: userInput "
